"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"KANK1 Body","KANK1 Island","1","+","0.00318494187010541","-1.18571284897366","0.206161809521774","cg13877502","5"
"BNC2 Body","BNC2 Island","1","+","0.00881344386407625","-0.737060976444239","0.0436390802071059","cg07941680","18"
"SLC24A2 TSS1500","SLC24A2 Island","1","+","0.00609765585246616","-1.21772106903305","0.081493945891016","cg14439761","2"
"DNAJA1 5'UTR","DNAJA1 Island","1","-","0.000386166907134904","0.92284348320429","0.0826281022383181","cg12762715","3"
"PCSK5 Body","PCSK5 S_Shelf","1","-","0.0026028121611158","0.810417756916528","-0.122664625093698","cg21172497","14"
"FANCC Body","FANCC OpenSea","1","+","0.00654601377961948","-0.910281225962192","0.0265022821313415","cg14650464","7"
"GABBR2 Body","GABBR2 Island","1","+","0.00127586739081673","-0.866680742237107","0.0389816071101609","cg13758646","18"
"GRIN3A TSS200","GRIN3A Island","1","+","0.00679597020818793","-1.26805111238844","0.0515057501716898","cg14653281","3"
"ZNF462 Body","ZNF462 OpenSea","1","-","0.00313762415326875","1.04880540157549","-0.0422528247499758","cg14463164","5"
"MIR548Q Body","MIR548Q OpenSea","1","-","0.00313762415326875","1.04880540157549","-0.0422528247499758","cg14463164","8"
"VAV2 Body","VAV2 N_Shore","1","+","0.00098387041127726","-1.06427878108061","0.144104462193332","cg14030586","74"
"GPSM1 Body","GPSM1 OpenSea","1","-","0.0083862627029676","1.4279448294547","0.035288182837808","cg14040131","30"
"GPSM1 TSS200","GPSM1 OpenSea","1","-","0.0083862627029676","1.4279448294547","0.035288182837808","cg14040131","1"
"FAM69B 3'UTR","FAM69B S_Shore","1","-","0.00444996761051293","0.703051470543869","-0.0339699141140111","cg14149774","1"
"PRKCQ 5'UTR","PRKCQ N_Shelf","1","-","0.000995386567556328","0.762205704993137","-0.128704908618973","cg26818464","9"
"C10orf114 3'UTR","C10orf114 Island","1","+","0.00548783578365631","-0.854235612881028","0.160570743891609","cg22889755","9"
"PARD3 Body","PARD3 OpenSea","1","-","0.00655444704767512","0.691993689104566","-0.133106734658416","cg25405138","75"
"ARHGAP22 TSS200","ARHGAP22 Island","1","+","0.00953397571238218","-0.748997329504858","0.0909777351430788","cg10242724","6"
"LRRC20 5'UTR","LRRC20 N_Shore","1","+","0.00398210208973195","-1.23077783003705","0.0761563302878054","cg04965549","8"
"LRRC20 1stExon","LRRC20 N_Shore","1","+","0.00398210208973195","-1.23077783003705","0.0761563302878054","cg04965549","2"
"TSPAN14 5'UTR","TSPAN14 OpenSea","1","-","0.00950975086880301","0.837086056364472","-0.0559005515596356","cg18923906","13"
"MINPP1 1stExon","MINPP1 Island","1","+","0.00904564397505307","-0.720387217964238","0.0392361527455812","cg01099580","4"
"SORBS1 5'UTR","SORBS1 OpenSea","1","-","0.00713802148426603","0.946165501620981","-0.0900140639857884","cg03190891","21"
"SORBS1 TSS1500","SORBS1 OpenSea","1","-","0.00713802148426603","0.946165501620981","-0.0900140639857884","cg03190891","5"
"CRTAC1 Body","CRTAC1 Island","1","+","0.00932746474903376","-0.962341423621287","-0.0184151172255262","cg15286044","37"
"TLX1NB 5'UTR","TLX1NB N_Shore","1","+","0.00925186657472334","-1.15003402144611","-0.00217964354350442","cg06464008","21"
"KCNIP2 Body","KCNIP2 N_Shelf","2","+ +","0.00636482866881234","-0.959170456207264","0.151167908775474","cg02086858;cg17962384","24"
"KCNIP2 TSS200","KCNIP2 N_Shelf","1","+","0.00898437217117456","-1.0350676494905","0.151892798607811","cg02086858","9"
"NHLRC2 TSS1500","NHLRC2 N_Shore","1","-","0.000882258002799415","1.24139363651267","-0.175183735532976","cg23717290","6"
"DCLRE1A TSS200","DCLRE1A N_Shore","1","-","0.000882258002799415","1.24139363651267","-0.175183735532976","cg23717290","5"
"AFAP1L2 Body","AFAP1L2 OpenSea","1","-","0.002489160228666","0.743619044594241","-0.0809661570842174","cg04784635","16"
"HMX3 TSS200","HMX3 Island","1","+","0.0083862627029676","-0.877175383660762","0.0476491767347712","cg14663510","6"
"CTBP2 5'UTR","CTBP2 OpenSea","1","-","0.00954359282687982","0.709103662968393","-0.0539015182419322","cg00424785","54"
"DOCK1 Body","DOCK1 OpenSea","1","-","0.00167547366391234","0.634789536618983","-0.0912118035030003","cg17689490","93"
"FAM196A Body","FAM196A OpenSea","1","-","0.00167547366391234","0.634789536618983","-0.0912118035030003","cg17689490","10"
"PTPRE 5'UTR","PTPRE S_Shore","1","+","0.00711944854951817","-0.801807121460968","0.108110823826776","cg16750801","35"
"EBF3 Body","EBF3 S_Shore","1","-","0.00845494772406972","0.819709583898246","-0.0481676334413407","cg16803064","160"
"IFITM3 TSS200","IFITM3 S_Shore","1","+","0.00891797159655259","-0.806707527590592","0.147039261569056","cg06046490","3"
"HCCA2 Body","HCCA2 S_Shore","1","+","0.00136741275369271","-0.941927429117996","0.0386328029977312","cg10837858","249"
"PPFIBP2 Body","PPFIBP2 OpenSea","1","+","0.00740524379302377","-0.583533588082223","0.00312534252977004","cg21606527","14"
"TEAD1 5'UTR","TEAD1 OpenSea","1","-","0.00139282829632977","0.875108624246545","-0.0284025919746966","cg20626249","25"
"NAV2 3'UTR","NAV2 OpenSea","1","-","0.00038342741466683","0.778864866472064","-0.0392411160740547","cg06068991","3"
"MIR129-2 TSS200","MIR129-2 Island","1","+","0.0082099329246685","-1.38299482883101","0.0707656582319487","cg14944647","6"
"FRMD8 TSS200","FRMD8 Island","1","-","0.00823411527177288","0.858545374316118","0.0368174087545537","cg26170077","6"
"LRP5 Body","LRP5 S_Shore","1","+","0.00056045584537012","-1.06122960422939","0.101922174360695","cg14245804","150"
"MRGPRD TSS200","MRGPRD OpenSea","1","-","0.00353416176363914","0.649950139838991","-0.0693577143438775","cg18790382","4"
"ME3 TSS1500","ME3 S_Shore","1","+","0.00636181509227438","-1.28677905171302","0.154242530295261","cg02493602","14"
"ME3 TSS200","ME3 S_Shore","1","+","0.00636181509227438","-1.28677905171302","0.154242530295261","cg02493602","16"
"ARHGAP20 TSS200","ARHGAP20 Island","1","+","0.00904564397505307","-1.17463177333204","-0.0211603224242225","cg14652031","5"
"TECTA TSS200","TECTA OpenSea","1","-","0.00504875197748601","0.926313646884786","-0.0107244478443476","cg14776894","3"
"ROBO3 Body","ROBO3 Island","1","+","0.000303323293720566","-1.10292627635566","0.151443323726116","cg05509659","30"
"TIRAP TSS1500","TIRAP N_Shore","1","+","0.00504875197748601","-0.978515155678267","0.0945090968366881","cg02305850","4"
"FLI1 1stExon","FLI1 Island","1","+","0.00599449475797344","-0.981455332535837","0.0435306307992663","cg06072021","3"
"FLI1 5'UTR","FLI1 Island","2","+ +","0.0060460753052198","-1.16229247167368","0.010818006153572","cg06072021;cg11017065","30"
"FLI1 Body","FLI1 Island","1","+","0.00609765585246616","-1.34312961081152","-0.0218946184921223","cg11017065","34"
"LOC100128239 TSS200","LOC100128239 OpenSea","1","-","0.00207875519033316","0.744075774967404","-0.0250425174399797","cg09452728","2"
"JAM3 1stExon","JAM3 Island","1","+","0.00480648609018727","-1.42073820064774","0.136788466726281","cg02174225","1"
"JAM3 Body","JAM3 Island","1","+","0.00616058211265356","-0.99483386902361","0.113974184138099","cg14962363","21"
"CACNA1C Body","CACNA1C OpenSea","1","-","0.00970840316519218","0.708564798737195","-0.0839679421576355","cg12046677","126"
"LTBR TSS1500","LTBR Island","2","+ +","0.00584199934895368","-1.10721141632215","0.169328274923659","cg19476647;cg23079808","4"
"CHD4 5'UTR","CHD4 Island","1","-","0.000995386567556328","2.68943552059079","0.0654482106840102","cg22210060","3"
"CSDA Body","CSDA OpenSea","1","+","0.00744708855820585","-0.92674970830044","0.0944169380586508","cg18636739","5"
"GSG1 TSS200","GSG1 S_Shelf","1","-","0.00285864307522707","0.687051477309568","-0.0679042540159278","cg25574603","4"
"GRIN2B TSS1500","GRIN2B N_Shore","1","+","0.00916857384114752","-1.19051279629958","0.0994407597953444","cg16135716","8"
"SOX5 TSS1500","SOX5 OpenSea","1","-","0.00891391604227217","0.506867864426937","0.016576790091923","cg01920182","15"
"SOX5 Body","SOX5 OpenSea","1","-","0.00891391604227217","0.506867864426937","0.016576790091923","cg01920182","12"
"CNTN1 TSS200","CNTN1 N_Shore","1","+","0.000772854702692964","-0.98288358552834","-0.00570302974242942","cg15087347","6"
"RPAP3 5'UTR","RPAP3 Island","1","-","0.00963559290646249","0.874411246377235","0.0298515291554209","cg00811081","6"
"RAPGEF3 1stExon","RAPGEF3 N_Shore","1","+","0.00733372101380657","-0.834965868406011","0.129581855509005","cg14854517","7"
"RAPGEF3 5'UTR","RAPGEF3 N_Shore","1","+","0.00733372101380657","-0.834965868406011","0.129581855509005","cg14854517","7"
"RAPGEF3 TSS1500","RAPGEF3 N_Shore","1","+","0.00733372101380657","-0.834965868406011","0.129581855509005","cg14854517","15"
"RAPGEF3 TSS200","RAPGEF3 N_Shore","1","+","0.00733372101380657","-0.834965868406011","0.129581855509005","cg14854517","9"
"SLC11A2 5'UTR","SLC11A2 Island","1","-","0.00219457042380774","0.779132173387851","0.0699946373228169","cg25623451","5"
"SLC11A2 1stExon","SLC11A2 Island","1","-","0.00219457042380774","0.779132173387851","0.0699946373228169","cg25623451","1"
"POU6F1 Body","POU6F1 Island","1","+","0.00720101499182816","-0.970803649573907","0.194146001285969","cg22163059","17"
"KIAA0748 5'UTR","KIAA0748 OpenSea","1","-","0.00916857384114752","0.522031884099551","-0.0407635221172972","cg25486399","6"
"KIAA0748 TSS1500","KIAA0748 OpenSea","1","-","0.00916857384114752","0.522031884099551","-0.0407635221172972","cg25486399","5"
"ESYT1 TSS200","ESYT1 N_Shore","1","-","0.00542548889714179","0.599621145089174","0.031678075833981","cg16003301","6"
"CTDSP2 Body","CTDSP2 N_Shore","1","+","0.00917280423776752","-1.05053882009659","0.134523188089454","cg09183316","19"
"SLC6A15 5'UTR","SLC6A15 N_Shore","2","+ +","0.00299278293123097","-0.824702074864801","0.0707808893050473","cg05619587;cg14449051","16"
"SLC6A15 1stExon","SLC6A15 Island","1","+","0.00547212815943613","-0.860821226753442","0.0278655939741665","cg14449051","4"
"ALX1 TSS200","ALX1 Island","2","+ +","0.00416442749431633","-0.943024222268996","0.035314471987157","cg25678815;cg10794058","6"
"ALX1 Body","ALX1 Island","1","+","0.00994858898484468","-1.6455668097485","0.0664793171743219","cg07780095","5"
"C12orf42 Body","C12orf42 Island","1","+","0.00609765585246616","-1.33036457822968","0.0910758205370636","cg27663938","10"
"WSCD2 TSS1500","WSCD2 Island","2","+ +","0.000714961889034102","-1.27554807051933","0.0615185459374028","cg19359398;cg08047802","3"
"KDM2B Body","KDM2B N_Shelf","1","-","0.00673472405262625","0.906857684752333","-0.185344931374941","cg12800105","71"
"OGFOD2 Body","OGFOD2 N_Shore","1","+","0.00694540330540466","-0.47726126069717","0.0781257759770641","cg27000386","5"
"NCOR2 5'UTR","NCOR2 Island","1","+","0.00384656537942412","-1.1844480551785","0.197682806937633","cg15085899","38"
"RNF17 TSS200","RNF17 OpenSea","1","-","0.0079548212314048","0.615301796408644","-0.0115423549600977","cg12020676","6"
"PDX1 1stExon","PDX1 Island","1","+","0.00364150986414023","-1.10321250418789","0.0262206476580158","cg11153912","3"
"PDX1 Body","PDX1 Island","1","+","0.000995386567556328","-1.38431450399625","0.0952908840510989","cg24983523","19"
"PCDH8 TSS200","PCDH8 Island","1","+","0.000386166907134904","-1.16585038304758","0.135019288712081","cg17535595","6"
"EDNRB TSS1500","EDNRB Island","1","+","0.00697486733602387","-1.40662966661557","0.094906054971728","cg23766591","42"
"EDNRB 5'UTR","EDNRB Island","1","+","0.00697486733602387","-1.40662966661557","0.094906054971728","cg23766591","48"
"UGGT2 Body","UGGT2 OpenSea","1","-","0.00130685572853913","0.614918567701472","-0.108835455656445","cg09041337","12"
"ZIC5 1stExon","ZIC5 Island","1","+","0.00353416176363914","-1.29517760747633","0.0376627224772041","cg12907379","6"
"ZIC5 5'UTR","ZIC5 Island","1","+","0.00353416176363914","-1.29517760747633","0.0376627224772041","cg12907379","2"
"NALCN 5'UTR","NALCN N_Shelf","1","-","0.00130685572853913","0.928103870523262","-0.0922506988360707","cg01129320","10"
"FGF14 Body","FGF14 S_Shore","1","+","0.00038342741466683","-1.31637172650041","0.00275568346273114","cg15972331","49"
"FGF14 TSS1500","FGF14 S_Shore","1","+","0.00038342741466683","-1.31637172650041","0.00275568346273114","cg15972331","11"
"ATP11A Body","ATP11A N_Shore","1","-","0.00125570805483267","0.775085062462772","-0.107607548799973","cg18748064","327"
"NFATC4 Body","NFATC4 N_Shore","1","+","0.00720101499182816","-0.747702947905429","0.0156090399432985","cg13565866","17"
"NFATC4 1stExon","NFATC4 N_Shore","1","+","0.00720101499182816","-0.747702947905429","0.0156090399432985","cg13565866","4"
"G2E3 5'UTR","G2E3 Island","1","-","0.00609765585246616","0.500424403908995","0.0184677218994717","cg05076167","7"
"CTAGE5 1stExon","CTAGE5 N_Shore","1","+","0.00711944854951817","-0.961273937284008","0.1333000270634","cg14873488","3"
"CTAGE5 TSS1500","CTAGE5 N_Shore","1","+","0.00711944854951817","-0.961273937284008","0.1333000270634","cg14873488","5"
"CTAGE5 Body","CTAGE5 N_Shore","1","+","0.00711944854951817","-0.961273937284008","0.1333000270634","cg14873488","16"
"CTAGE5 5'UTR","CTAGE5 N_Shore","1","+","0.00711944854951817","-0.961273937284008","0.1333000270634","cg14873488","10"
"MDGA2 TSS1500","MDGA2 Island","1","+","0.00601391731149198","-0.876155297773735","0.0251914842984783","cg19672997","5"
"NID2 TSS200","NID2 Island","1","+","0.0083862627029676","-1.52684866134864","0.139746143840564","cg01781974","6"
"SAMD4A Body","SAMD4A OpenSea","1","-","0.00703314541320958","0.946014328761103","-0.121561441156404","cg07921759","47"
"OTX2 5'UTR","OTX2 Island","1","+","0.00702192505803571","-0.963308358189211","0.0609988509889029","cg13784080","21"
"DACT1 TSS1500","DACT1 N_Shore","1","+","0.00781808540713558","-0.442911873903085","0.0150525914151213","cg21858516","5"
"ESRRB 3'UTR","ESRRB OpenSea","1","-","0.00609765585246616","0.667857891691265","-0.170316366846227","cg11763914","1"
"TMEM63C 5'UTR","TMEM63C OpenSea","1","+","0.00899259697067506","-1.15779241107205","0.0532624822306131","cg13487102","7"
"TSHR 5'UTR","TSHR S_Shore","1","+","0.00775805976442634","-0.919371358887202","0.0856451105743049","cg16108059","2"
"TSHR 1stExon","TSHR S_Shore","1","+","0.00775805976442634","-0.919371358887202","0.0856451105743049","cg16108059","5"
"KCNK10 Body","KCNK10 Island","1","+","0.00262481777351602","-1.41263775348324","0.052611098601749","cg10852609","33"
"KCNK10 TSS1500","KCNK10 Island","1","+","0.00262481777351602","-1.41263775348324","0.052611098601749","cg10852609","9"
"ZC3H14 Body","ZC3H14 OpenSea","1","-","0.00398699517446523","0.859806277011502","-0.0402393115721473","cg16789764","16"
"ZFYVE21 Body","ZFYVE21 N_Shore","1","+","0.00975828906922407","-0.5110064220524","0.010978509653382","cg11717738","33"
"PACS2 TSS1500","PACS2 N_Shore","1","+","0.00740524379302377","-0.928431118430135","0.119132028965653","cg03581459","9"
"RYR3 Body","RYR3 Island","1","+","0.000303323293720566","-1.10899696930478","0.0952900514929163","cg15428578","16"
"GJD2 TSS1500","GJD2 Island","1","+","0.00364150986414023","-1.47373763481907","0.0855392727681832","cg08095196","7"
"GPR176 Body","GPR176 OpenSea","1","-","0.00407880203435811","0.892448788965102","-0.0962140484213784","cg10389148","21"
"SEMA6D 5'UTR","SEMA6D OpenSea","1","-","0.00366406724915684","0.812241248189901","-0.0183847758120035","cg18142730","11"
"GLDN TSS1500","GLDN N_Shore","1","-","0.0025237547601333","0.785543511741452","-0.147901281789291","cg20857280","4"
"ONECUT1 TSS1500","ONECUT1 Island","1","+","0.00143406620445043","-1.61306361023325","0.0213391756257357","cg26158897","7"
"SLC24A1 Body","SLC24A1 OpenSea","1","-","0.00645077750142744","0.712593974408828","0.0898202438291709","cg18193482","2"
"ITGA11 1stExon","ITGA11 Island","1","-","0.00398699517446523","1.42592408169304","0.146312987396994","cg12627454","1"
"CYP11A1 1stExon","CYP11A1 S_Shore","1","-","0.000454748674681914","0.880184058957858","-0.0713135008187668","cg06285340","6"
"CYP11A1 TSS1500","CYP11A1 S_Shore","1","-","0.000454748674681914","0.880184058957858","-0.0713135008187668","cg06285340","6"
"SNX33 1stExon","SNX33 S_Shore","1","+","0.00953397571238218","-0.488290431223916","0.0799741311635246","cg27635271","2"
"ANKRD34C TSS200","ANKRD34C Island","1","+","0.000303323293720566","-1.38522940627257","0.136217015272416","cg09103619","3"
"PDE8A Body","PDE8A OpenSea","1","-","0.00189103036569846","0.685535163520043","-0.0403450116398838","cg09704544","19"
"AKAP13 Body","AKAP13 OpenSea","1","+","0.00353416176363914","-1.15581639708832","0.0602613339793949","cg25510609","42"
"NTRK3 5'UTR","NTRK3 Island","1","+","0.002489160228666","-0.9053295441983","0.0634491347663508","cg11525479","2"
"NTRK3 1stExon","NTRK3 Island","1","+","0.002489160228666","-0.9053295441983","0.0634491347663508","cg11525479","2"
"NTRK3 TSS200","NTRK3 Island","1","+","0.000445764851342445","-1.0991811927712","0.108628176395756","cg21956337","2"
"ACAN 1stExon","ACAN Island","1","+","0.00357881511099504","-0.92062572212953","0.0547365643860507","cg20510724","2"
"ACAN 5'UTR","ACAN Island","1","+","0.00357881511099504","-0.92062572212953","0.0547365643860507","cg20510724","7"
"SEMA4B 1stExon","SEMA4B Island","1","-","0.00713802148426603","1.2323302430125","0.0300164758472381","cg24312661","3"
"SEMA4B 5'UTR","SEMA4B Island","1","-","0.00713802148426603","1.2323302430125","0.0300164758472381","cg24312661","14"
"CRTC3 Body","CRTC3 OpenSea","1","-","0.00464405605174408","0.591579110749034","-0.0619740761463853","cg17796043","13"
"LOC100128788 Body","LOC100128788 N_Shore","1","-","0.00711944854951817","0.65684748664427","-0.0762424354561654","cg27663249","20"
"SRRM2 TSS1500","SRRM2 N_Shore","1","-","0.00711944854951817","0.65684748664427","-0.0762424354561654","cg27663249","6"
"ZSCAN10 1stExon","ZSCAN10 S_Shelf","1","+","0.00871151006334692","-0.478902941916284","0.015613933372473","cg05469614","2"
"ZSCAN10 5'UTR","ZSCAN10 S_Shelf","1","+","0.00871151006334692","-0.478902941916284","0.015613933372473","cg05469614","1"
"ZNF213 TSS200","ZNF213 Island","1","-","0.00640744495844635","0.690973138132581","0.0283455880143461","cg26702001","5"
"ZNF213 5'UTR","ZNF213 Island","1","-","0.00640744495844635","0.690973138132581","0.0283455880143461","cg26702001","4"
"ZNF213 1stExon","ZNF213 Island","1","-","0.00640744495844635","0.690973138132581","0.0283455880143461","cg26702001","2"
"A2BP1 5'UTR","A2BP1 Island","1","+","0.0096207910789994","-1.19653760242275","0.122119490416904","cg00853103","58"
"CIITA 1stExon","CIITA N_Shore","1","-","0.00266612250503452","1.00662658492374","-0.136476245601263","cg09015246","2"
"CIITA 5'UTR","CIITA N_Shore","1","-","0.00266612250503452","1.00662658492374","-0.136476245601263","cg09015246","1"
"PRM2 1stExon","PRM2 S_Shore","1","-","2.82981438762456e-06","2.00483092963832","0.159235802775892","cg09967329","2"
"PRM2 5'UTR","PRM2 S_Shore","1","-","2.82981438762456e-06","2.00483092963832","0.159235802775892","cg09967329","1"
"IRX6 1stExon","IRX6 Island","1","+","0.00289775766273115","-0.674235741692881","0.0932578899454851","cg24049616","2"
"CPNE2 TSS1500","CPNE2 N_Shore","1","+","0.00390870618278408","-0.860719836824416","0.0286446436935474","cg27559661","6"
"FOXF1 1stExon","FOXF1 Island","1","+","0.00417073157380301","-0.72580762783986","0.0543871319420615","cg08157228","5"
"NXN Body","NXN OpenSea","1","+","0.00962288716660459","-1.14967620675848","0.0587673630737038","cg25364619","183"
"SLC43A2 3'UTR","SLC43A2 Island","1","+","0.00668067537566663","-1.15459741874774","0.0887008785071124","cg06126721","7"
"HIC1 TSS1500","HIC1 Island","1","-","0.000576059122882091","1.26056198164127","0.057729142404243","cg25053531","51"
"HIC1 TSS200","HIC1 Island","1","-","0.000576059122882091","1.26056198164127","0.057729142404243","cg25053531","3"
"TNFSF13 TSS1500","TNFSF13 N_Shelf","1","+","0.00611722444162866","-0.855391041078354","0.193164646098786","cg05872923","4"
"TNFSF12-TNFSF13 Body","TNFSF12-TNFSF13 N_Shelf","1","+","0.00611722444162866","-0.855391041078354","0.193164646098786","cg05872923","14"
"SHBG TSS1500","SHBG S_Shore","1","-","0.00860089380227877","0.996958762329172","-0.0778460973469703","cg15771388","9"
"SHBG Body","SHBG S_Shore","1","-","0.00860089380227877","0.996958762329172","-0.0778460973469703","cg15771388","34"
"SAT2 TSS1500","SAT2 S_Shore","1","-","0.00860089380227877","0.996958762329172","-0.0778460973469703","cg15771388","3"
"DNAH2 Body","DNAH2 Island","1","+","0.00742206689052833","-0.515904037152449","0.0213002901130274","cg14692950","41"
"GUCY2D Body","GUCY2D N_Shore","1","-","0.00183631709362942","0.856639084901585","-0.0352184916625984","cg06848060","17"
"PIK3R6 TSS1500","PIK3R6 OpenSea","1","-","0.00660502543682925","0.772972308656113","-0.100041587486824","cg10417386","2"
"RAI1 5'UTR","RAI1 S_Shore","1","+","0.00145430271227936","-1.22998088725459","0.107178541806516","cg19439123","64"
"WSB1 TSS1500","WSB1 N_Shore","1","-","0.00707554712390612","0.732451154375172","-0.0286361451895336","cg23536675","5"
"ACCN1 Body","ACCN1 Island","1","+","0.00143406620445043","-1.50278144851708","0.0538317398651045","cg02984614","61"
"GRB7 5'UTR","GRB7 OpenSea","1","+","0.00323535049888221","-0.838890985253001","0.125732847397142","cg23836594","17"
"GRB7 TSS1500","GRB7 OpenSea","1","+","0.00323535049888221","-0.838890985253001","0.125732847397142","cg23836594","8"
"GRB7 1stExon","GRB7 OpenSea","1","+","0.00323535049888221","-0.838890985253001","0.125732847397142","cg23836594","2"
"RARA TSS200","RARA OpenSea","1","+","0.00407880203435811","-0.687684866796281","0.0701157443931422","cg08332908","10"
"RARA 5'UTR","RARA OpenSea","1","+","0.00808510129103618","-0.953256455230153","0.0710495997182049","cg26654286","23"
"RARA 1stExon","RARA OpenSea","1","+","0.00808510129103618","-0.953256455230153","0.0710495997182049","cg26654286","6"
"WNK4 TSS200","WNK4 Island","1","+","0.00654601377961948","-0.718721367219664","0.0451245003072499","cg02763536","5"
"ZNF652 TSS1500","ZNF652 S_Shore","1","+","0.00654601377961948","-1.33936879122089","0.170547810789173","cg24048517","6"
"SPAG9 3'UTR","SPAG9 OpenSea","1","-","0.000454748674681914","1.85627501421766","0.280360916913597","cg11527220","2"
"MTMR4 Body","MTMR4 N_Shore","1","-","0.00953397571238218","0.762778514842291","-0.076957106317744","cg16264807","7"
"RAB37 TSS1500","RAB37 N_Shore","1","+","0.00678742466807652","-0.85579240250327","0.0518851401377829","cg10755085","11"
"RAB37 Body","RAB37 N_Shore","1","+","0.00678742466807652","-0.85579240250327","0.0518851401377829","cg10755085","34"
"ARL16 TSS1500","ARL16 Island","1","-","0.00151621852559461","0.6192858667582","0.0864024025658672","cg15256944","5"
"HGS Body","HGS Island","1","-","0.00151621852559461","0.6192858667582","0.0864024025658672","cg15256944","41"
"EMILIN2 TSS200","EMILIN2 Island","1","+","2.82981438762456e-06","-1.14390425388811","0.0795744809550003","cg22349573","2"
"TGIF1 3'UTR","TGIF1 OpenSea","1","-","0.00545221685852736","0.611952537326","0.0249496589005168","cg15803671","1"
"L3MBTL4 5'UTR","L3MBTL4 Island","1","+","0.0052063065563221","-1.41096983132014","0.0798502270474279","cg14155416","5"
"L3MBTL4 TSS1500","L3MBTL4 S_Shore","1","+","0.00197897758359043","-0.90478281784456","0.0259722085240692","cg14693194","4"
"FAM38B TSS1500","FAM38B Island","1","+","0.00130685572853913","-0.789193128803025","0.0961743947003145","cg02664349","6"
"GNAL Body","GNAL Island","1","+","0.00285864307522707","-1.13944313591088","0.155228552774465","cg25400229","45"
"CIDEA TSS1500","CIDEA N_Shore","1","+","0.00538949861533089","-0.826274616415362","0.0525042903755453","cg19883905","12"
"NOL4 TSS1500","NOL4 Island","1","+","0.00136741275369271","-0.944004368063756","0.0889204941300746","cg20914464","5"
"BRUNOL4 Body","BRUNOL4 OpenSea","1","-","0.00974214989308871","0.813445939699088","-0.0480411620376556","cg18735473","57"
"MIR1539 TSS1500","MIR1539 Island","1","-","0.00619666826456912","0.58315131058301","-0.0378564640022417","cg21736038","4"
"C18orf32 5'UTR","C18orf32 Island","1","-","0.00619666826456912","0.58315131058301","-0.0378564640022417","cg21736038","4"
"DAZAP1 1stExon","DAZAP1 Island","1","-","0.00478129246616507","1.38478831777874","0.0237191968691732","cg01102013","2"
"DAZAP1 5'UTR","DAZAP1 Island","1","-","0.00478129246616507","1.38478831777874","0.0237191968691732","cg01102013","2"
"DOT1L Body","DOT1L S_Shore","1","+","0.00185566151832227","-1.36427248386384","0.207032005293032","cg04173586","42"
"ATCAY 5'UTR","ATCAY Island","1","+","0.00480648609018727","-0.620866526949618","0.0247749020110114","cg17097950","6"
"FSD1 Body","FSD1 Island","1","+","0.00813313280660905","-1.42481489682536","0.158225004529024","cg26354493","11"
"PNPLA6 Body","PNPLA6 Island","1","+","0.00870787049455182","-0.567347026406116","0.067655864772201","cg00401032","21"
"TIMM44 3'UTR","TIMM44 Island","1","-","0.00743496850126383","0.651714682972293","0.0965569225477159","cg19458602","3"
"CTXN1 TSS1500","CTXN1 Island","1","-","0.00743496850126383","0.651714682972293","0.0965569225477159","cg19458602","4"
"SLC44A2 3'UTR","SLC44A2 OpenSea","1","+","0.00973063424031709","-0.84449743253834","0.0426146330861807","cg16900796","1"
"ZNF625 5'UTR","ZNF625 N_Shore","1","+","0.00297196155875408","-1.39020172203391","0.0969431788940476","cg22606224","3"
"PODNL1 Body","PODNL1 Island","1","-","0.00357881511099504","0.669282716976491","0.0772395223654461","cg25440958","23"
"DCAF15 TSS200","DCAF15 Island","1","-","0.00357881511099504","0.669282716976491","0.0772395223654461","cg25440958","6"
"RFX1 5'UTR","RFX1 N_Shore","1","+","0.0081371219412629","-0.933727318604654","0.113764966367204","cg18109874","7"
"LPHN1 3'UTR","LPHN1 N_Shelf","1","+","0.000493281082487337","-1.22417733335054","0.155443543472734","cg27499361","4"
"BST2 1stExon","BST2 OpenSea","1","-","0.00390597023112964","0.854938755270783","-0.0279565250543239","cg12090003","2"
"BST2 TSS1500","BST2 OpenSea","1","-","0.000995386567556328","0.812857315019206","-0.0513243011433094","cg20092122","3"
"SLC5A5 TSS200","SLC5A5 Island","1","+","0.00122438327751301","-0.766349064590961","0.149774846214979","cg06697339","7"
"SLC5A5 5'UTR","SLC5A5 Island","1","+","0.00398699517446523","-0.879444570525963","0.16978249861521","cg26230674","2"
"SLC5A5 1stExon","SLC5A5 Island","1","+","0.00398699517446523","-0.879444570525963","0.16978249861521","cg26230674","3"
"TMEM59L 3'UTR","TMEM59L OpenSea","1","-","0.00545730189675863","0.784182903585848","-0.0828146003997225","cg11929284","1"
"FCGRT 5'UTR","FCGRT N_Shore","1","+","0.00611722444162866","-1.08848386902942","0.192967991379318","cg08059845","5"
"FCGRT TSS1500","FCGRT N_Shore","1","+","0.00611722444162866","-1.08848386902942","0.192967991379318","cg08059845","8"
"FCGRT 1stExon","FCGRT N_Shore","1","+","0.00611722444162866","-1.08848386902942","0.192967991379318","cg08059845","4"
"BCL2L12 Body","BCL2L12 S_Shore","1","+","0.00700756705034891","-1.14302386080308","0.0485653125974546","cg22148138","9"
"SPIB TSS200","SPIB OpenSea","1","+","0.00056045584537012","-1.58590058915079","0.0527652291711276","cg06512885","3"
