"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"C1orf133 TSS200","C1orf133 Island","1","-","4.30037762645119e-05","1.10336700310248","-0.108572394044913","cg18265162","5"
"SERTAD4 5'UTR","SERTAD4 Island","1","-","4.30037762645119e-05","1.10336700310248","-0.108572394044913","cg18265162","15"
"HHAT TSS1500","HHAT N_Shore","1","+","0.00269927055067635","-0.561748036122663","0.109798865686419","cg22332066","11"
"HHAT 1stExon","HHAT N_Shore","1","+","0.00269927055067635","-0.561748036122663","0.109798865686419","cg22332066","4"
"HHAT 5'UTR","HHAT N_Shore","1","+","0.00269927055067635","-0.561748036122663","0.109798865686419","cg22332066","13"
"RCOR3 TSS1500","RCOR3 N_Shore","1","+","0.00544519192595466","-0.965129426093801","0.194040832158548","cg10040748","10"
"TRAF5 5'UTR","TRAF5 S_Shore","2","- -","0.00404361830001629","0.767966847935518","-0.12642024262766","cg21158528;cg11415739","15"
"TRAF5 Body","TRAF5 OpenSea","1","-","0.00412374315430767","0.976836268069953","-0.23986010123998","cg13066703","1"
"BATF3 TSS1500","BATF3 S_Shore","1","+","0.00602920922236224","-0.490994376935535","0.0506024259764331","cg08138435","8"
"SMYD2 Body","SMYD2 OpenSea","1","+","0.00279806636825904","-0.91602348662769","0.110155483659143","cg22796363","12"
"KCNK2 1stExon","KCNK2 OpenSea","1","+","0.0096461829276632","-0.875592224111249","0.072482813799694","cg00848374","5"
"KCNK2 5'UTR","KCNK2 OpenSea","1","+","0.0096461829276632","-0.875592224111249","0.072482813799694","cg00848374","4"
"RRP15 Body","RRP15 OpenSea","1","+","0.00318537449068095","-0.618721378366254","0.0702118267815245","cg09259534","12"
"TGFB2 Body","TGFB2 OpenSea","1","-","0.00112425636283666","0.781088177317937","-0.0578833580473442","cg16967578","12"
"IARS2 TSS1500","IARS2 N_Shore","1","+","0.00652537062403631","-0.881053743481373","0.104223387902367","cg13530946","1"
"MOSC2 Body","MOSC2 Island","1","+","0.000664443529026542","-0.497912214439591","0.0690551758333077","cg19361865","4"
"LOC400804 TSS200","LOC400804 OpenSea","1","+","0.00442031416547431","-0.681687668343561","0.0682734732984568","cg13861948","2"
"LOC400804 TSS1500","LOC400804 OpenSea","1","-","0.00511505020682441","0.753209230719073","-0.0756743992807138","cg19865770","3"
"DUSP10 5'UTR","DUSP10 OpenSea","2","- -","0.0048323683759106","0.751074497544427","-0.160498722108984","cg07946977;cg05941778","11"
"DUSP10 Body","DUSP10 OpenSea","1","-","0.00385189907688302","0.937310948069939","-0.197761610513313","cg07946977","8"
"EPHX1 5'UTR","EPHX1 S_Shore","1","+","0.00234918720720814","-0.733933412033611","0.168573648845505","cg24868305","16"
"LEFTY2 1stExon","LEFTY2 S_Shore","1","+","0.0026320575788841","-0.725598380626601","0.0529174076022406","cg11967457","1"
"CABC1 Body","CABC1 OpenSea","1","-","0.00352148258555272","0.569103466238782","-0.0904349284856862","cg24441355","22"
"SNAP47 Body","SNAP47 OpenSea","1","-","0.00449871331053214","0.87842363973076","-0.100640783507114","cg22356061","18"
"WNT9A Body","WNT9A N_Shore","1","+","0.000525903356355479","-1.21306643648675","0.226078723683936","cg01428095","21"
"ARF1 5'UTR","ARF1 Island","1","+","0.00508340211000648","-0.603772724120563","-0.0200992086184539","cg05650458","13"
"ARF1 TSS200","ARF1 Island","1","+","0.00508340211000648","-0.603772724120563","-0.0200992086184539","cg05650458","5"
"ARF1 3'UTR","ARF1 N_Shelf","2","+ +","0.00498797064661387","-0.5252326400278","0.057039674339634","cg27552960;cg23214985","3"
"GJC2 TSS1500","GJC2 OpenSea","1","+","0.00489840632020794","-0.463268211004727","0.0741407360477919","cg01789576","5"
"GJC2 TSS200","GJC2 OpenSea","2","+ +","0.000989080454219507","-0.982763700897773","0.103132712995103","cg07103618;cg10950111","3"
"GJC2 5'UTR","GJC2 OpenSea","1","+","0.00352390465100436","-0.51080588910582","0.0883714360099389","cg08228672","5"
"GJC2 1stExon","GJC2 OpenSea","1","+","0.00352390465100436","-0.51080588910582","0.0883714360099389","cg08228672","1"
"OBSCN 3'UTR","OBSCN S_Shore","1","-","0.00642182401092656","0.49457559564339","-0.0835556236132034","cg07922933","5"
"OBSCN Body","OBSCN S_Shore","1","-","0.00642182401092656","0.49457559564339","-0.0835556236132034","cg07922933","119"
"TRIM11 3'UTR","TRIM11 N_Shore","1","+","0.00121545309440412","-0.672939952168287","0.14444003033123","cg06829788","1"
"RHOU Body","RHOU S_Shore","1","+","0.00316982378921917","-0.584273164697782","0.0561857313170624","cg12762413","4"
"GALNT2 Body","GALNT2 OpenSea","2","- -","0.00664840557903587","0.709570587095792","-0.0719160150104693","cg24151755;cg07364927","64"
"TTC13 TSS1500","TTC13 S_Shore","1","-","0.00741946214871271","0.565040681013951","-0.120553814454416","cg10324224","6"
"ARV1 Body","ARV1 S_Shore","1","-","0.00741946214871271","0.565040681013951","-0.120553814454416","cg10324224","6"
"FAM89A 5'UTR","FAM89A Island","1","+","0.00782312965892175","-0.628486777956531","0.125304270016709","cg12450347","2"
"FAM89A 1stExon","FAM89A Island","1","+","0.00782312965892175","-0.628486777956531","0.125304270016709","cg12450347","2"
"DISC1 Body","DISC1 OpenSea","1","-","0.00309669328968924","0.787653393607707","-0.15537859313825","cg05656812","32"
"TSNAX-DISC1 Body","TSNAX-DISC1 OpenSea","1","-","0.00309669328968924","0.787653393607707","-0.15537859313825","cg05656812","51"
"NID1 Body","NID1 OpenSea","2","- +","0.000716132803579317","-0.220193855162934","-0.0300842327081842","cg16524818;cg11228876","30"
"FMN2 5'UTR","FMN2 Island","1","+","0.00810867764234781","-1.26877035027345","0.139915610946336","cg02574509","1"
"FMN2 1stExon","FMN2 Island","2","+ +","0.00740266274023994","-1.18017839983364","0.0920576081878532","cg02574509;cg25208017","8"
"RGS7 5'UTR","RGS7 N_Shore","1","+","0.00443223918561986","-0.870499110006745","0.0545569539827147","cg11679177","5"
"PLD5 5'UTR","PLD5 OpenSea","1","+","0.00271894809065941","-0.569389421951071","0.0649175608529607","cg02567839","15"
"PLD5 TSS1500","PLD5 Island","1","+","0.00194007520316835","-0.605534799666951","0.0477855241303855","cg12613383","5"
"CEP170 5'UTR","CEP170 N_Shore","1","+","0.00333163921443302","-1.00367007214883","0.116261128697698","cg05759347","7"
"SDCCAG8 Body","SDCCAG8 OpenSea","1","-","0.00223898519449355","0.567684639528225","-0.108253560270642","cg04077692","51"
"ADSS Body","ADSS N_Shelf","1","-","0.00912238018942118","0.424814223006664","-0.0191066581491942","cg16991858","7"
"KIF26B Body","KIF26B S_Shelf","1","-","0.00907603063903476","0.4232370414955","-0.0614908518151145","cg02765564","129"
"ZNF496 Body","ZNF496 N_Shelf","1","-","0.00425465712665621","0.554533200540384","-0.105894868370398","cg12655059","9"
"ZNF496 TSS1500","ZNF496 S_Shore","2","+ +","0.00488924053953925","-0.877095020971165","0.126954589054602","cg24404823;cg04020309","6"
"OR2T11 TSS1500","OR2T11 OpenSea","1","-","0.00123911453199588","0.980455538005592","-0.0138774986406761","cg19367176","2"
"PGBD2 TSS1500","PGBD2 N_Shore","1","-","0.00769009297856069","0.792705687758546","-0.038381625798018","cg01438286","2"
"SH3YL1 Body","SH3YL1 OpenSea","1","+","0.00735940970369117","-0.42443894498718","0.0814764208652459","cg09549605","8"
"TPO Body","TPO S_Shore","1","-","0.00767300661820637","0.488635871934898","-0.057176818625401","cg14011419","77"
"PXDN Body","PXDN S_Shelf","3","+ + +","0.00316872542686566","-0.718688968278781","0.131845886524639","cg24741066;cg01629007;cg21647182","82"
"PXDN 1stExon","PXDN Island","1","+","0.00787201892141289","-0.973857271279569","0.110206974051082","cg25181651","2"
"PXDN TSS1500","PXDN Island","1","+","0.00280595774938412","-0.797373591294726","0.050408555047646","cg24129977","5"
"MYT1L Body","MYT1L N_Shore","2","+ -","0.00518900240160769","-0.142734802548991","-0.016894662183223","cg07855242;cg22946562","121"
"MYT1L 5'UTR","MYT1L OpenSea","1","-","0.00281137181975514","0.601868760219657","-0.0626299051021717","cg21741679","48"
"SOX11 TSS1500","SOX11 Island","1","+","0.00113934351843416","-0.843032142102171","0.0350903759383582","cg08526991","3"
"SOX11 1stExon","SOX11 Island","1","+","0.00444654366650603","-0.652606724675304","0.0579090696891399","cg18863333","21"
"C2orf48 Body","C2orf48 OpenSea","1","+","0.00295467194278532","-0.934367573908061","0.0831288717966671","cg11277143","11"
"C2orf50 1stExon","C2orf50 OpenSea","1","+","0.00805424100604724","-0.618605333627665","0.00433956021052384","cg03251967","2"
"C2orf50 5'UTR","C2orf50 OpenSea","1","+","0.00805424100604724","-0.618605333627665","0.00433956021052384","cg03251967","2"
"ROCK2 Body","ROCK2 N_Shore","1","+","0.00809484503735112","-0.749397726468875","0.229460807883011","cg17531288","11"
"GREB1 5'UTR","GREB1 OpenSea","1","-","0.00727573267283957","0.731311549270859","-0.116656269635027","cg10849854","14"
"GREB1 Body","GREB1 N_Shelf","1","+","0.00919435686382655","-0.340488368683081","0.0588902261892458","cg16185956","44"
"FAM84A 5'UTR","FAM84A Island","2","+ +","0.00422469348610941","-1.10361218756265","0.0875218901178141","cg16846645;cg26633107","7"
"FAM49A 5'UTR","FAM49A OpenSea","1","+","0.0048828370426936","-0.459299753140367","0.0813139255005301","cg24103799","21"
"VSNL1 TSS200","VSNL1 Island","1","+","0.00947440752860141","-0.776688597846492","0.12098919461974","cg08031368","6"
"VSNL1 1stExon","VSNL1 Island","1","+","0.00507342467111346","-0.691346617017453","0.108832141488347","cg01307387","3"
"VSNL1 5'UTR","VSNL1 Island","2","+ +","0.00502589698793544","-0.665155382161747","0.0725932031462617","cg01307387;cg04084892","9"
"OSR1 TSS1500","OSR1 N_Shore","1","-","0.00329062554471855","0.599183176211848","-0.0784065966729488","cg02680566","3"
"KLHL29 5'UTR","KLHL29 OpenSea","1","-","0.00595623239428302","0.715668562719767","-0.136510430981345","cg08622369","55"
"KLHL29 Body","KLHL29 N_Shore","1","-","0.00355287291210997","0.663653343032646","-0.0402390724158318","cg06116704","66"
"MFSD2B TSS1500","MFSD2B N_Shore","1","+","0.00345522444360687","-1.15021187890714","0.0892380867557396","cg03480346","4"
"TP53I3 TSS1500","TP53I3 S_Shore","1","+","0.00137991609619449","-0.743830448899906","0.136044067426266","cg03566479","3"
"EFR3B Body","EFR3B OpenSea","1","-","0.000863931240706883","0.83587078618113","-0.098857555265819","cg22242238","14"
"DNMT3A Body","DNMT3A Island","1","+","0.00879446771801735","-0.951090361020331","0.0558569000708687","cg11354105","47"
"DNMT3A TSS1500","DNMT3A Island","1","+","0.00879446771801735","-0.951090361020331","0.0558569000708687","cg11354105","20"
"KIF3C Body","KIF3C N_Shelf","1","-","0.00452445104153259","0.53157860442212","-0.0532046651492549","cg15150064","3"
"C2orf39 TSS200","C2orf39 Island","2","+ +","0.000117345814711596","-1.07365461062251","0.178082783493855","cg10883621;cg11525280","5"
"C2orf39 1stExon","C2orf39 Island","2","+ +","0.00786043871976448","-1.4099674179891","0.0706218350032462","cg04726446;cg14273450","3"
"MAPRE3 5'UTR","MAPRE3 S_Shore","1","+","0.000196497001330188","-0.867068061955073","0.0992152163926785","cg25029561","13"
"PREB Body","PREB N_Shore","1","+","0.00585006607848257","-0.380453128000163","0.0345158641699213","cg03834023","3"
"TCF23 TSS200","TCF23 N_Shore","1","+","0.00611858285584362","-0.404645798713988","0.077980887098893","cg20405384","5"
"CAD 3'UTR","CAD OpenSea","1","+","0.00966753825364368","-0.452983502015015","0.107379414985654","cg19882774","1"
"UCN TSS200","UCN Island","2","+ +","0.00588276600238728","-0.785159133273456","0.123626926821134","cg05113927;cg22129545","6"
"PPM1G Body","PPM1G N_Shelf","1","-","0.00780900397455175","0.437205725110998","-0.0624807794226119","cg02657505","13"
"GPN1 5'UTR","GPN1 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","15"
"GPN1 Body","GPN1 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","16"
"CCDC121 TSS200","CCDC121 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","9"
"CCDC121 1stExon","CCDC121 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","7"
"GPN1 1stExon","GPN1 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","4"
"CCDC121 5'UTR","CCDC121 OpenSea","1","+","0.0014828406641342","-0.558126359967791","0.0340473739590118","cg12943539","10"
"FOSL2 Body","FOSL2 S_Shore","2","+ +","0.00111918258577422","-1.02165315295303","0.15819640001891","cg23522611;cg25784219","6"
"ALK TSS1500","ALK S_Shore","1","+","0.00924962226538772","-0.97568528575922","0.0846838835141203","cg18022777","3"
"CAPN14 5'UTR","CAPN14 OpenSea","1","-","0.00200979930992805","0.824266681542407","-0.052211533938754","cg15941014","2"
"LOC285045 TSS200","LOC285045 OpenSea","1","+","0.00599549450937099","-0.860707370147482","0.147516115714119","cg07617759","2"
"LTBP1 Body","LTBP1 OpenSea","1","+","0.00388633123900128","-0.464421739403569","0.0172487275472565","cg18538138","44"
"CRIM1 TSS1500","CRIM1 Island","1","+","0.00423673997368967","-0.67584618507484","0.127806366244036","cg11324999","8"
"CRIM1 Body","CRIM1 OpenSea","1","+","0.00661684701977526","-0.668577860949023","0.133673861196375","cg20719980","46"
"VIT Body","VIT Island","1","-","0.00286929495892597","0.665564224712541","-0.110834171204885","cg00318519","10"
"HNRPLL Body","HNRPLL N_Shelf","1","-","0.00898512385421922","0.741443720983407","-0.113093131744583","cg20313856","10"
"LOC100271715 Body","LOC100271715 S_Shelf","1","+","0.00191033106884174","-0.497075715571262","0.073923874061557","cg01910141","14"
"THADA Body","THADA OpenSea","1","+","0.00387026561089975","-0.83540297864846","0.110476060819531","cg14044785","32"
"PLEKHH2 5'UTR","PLEKHH2 Island","1","+","0.00286273412279851","-1.02299877358905","0.140127450749078","cg18856652","6"
"ABCG8 TSS1500","ABCG8 OpenSea","1","-","0.00754003726809807","0.508475587188242","-0.0705891945804862","cg22207732","15"
"ABCG5 1stExon","ABCG5 OpenSea","1","-","0.00754003726809807","0.508475587188242","-0.0705891945804862","cg22207732","6"
"SRBD1 Body","SRBD1 OpenSea","1","+","0.00312028897553497","-0.825434535075555","0.0261075137570196","cg16402715","11"
"RHOQ Body","RHOQ S_Shore","1","+","0.00216412979196517","-0.831787630645691","0.135965647187499","cg14141458","6"
"MCFD2 5'UTR","MCFD2 Island","1","+","0.00648414038590431","-0.733653868969219","0.0738419357806035","cg19831846","27"
"MCFD2 Body","MCFD2 Island","1","+","0.00648414038590431","-0.733653868969219","0.0738419357806035","cg19831846","26"
"TTC7A TSS1500","TTC7A Island","1","+","0.00648414038590431","-0.733653868969219","0.0738419357806035","cg19831846","4"
"FOXN2 TSS1500","FOXN2 N_Shore","1","-","0.00167480348876969","0.766122970674736","-0.0281121200956914","cg00032884","3"
"LHCGR 1stExon","LHCGR Island","1","+","0.00965416519573477","-1.6430782481312","0.016024686666694","cg00209038","3"
"LHCGR TSS200","LHCGR Island","1","+","0.00781091910979885","-1.04147212304127","0.0746649630097524","cg12351433","2"
"NRXN1 Body","NRXN1 Island","2","+ +","0.00526568406914481","-0.949035811556091","0.0811737053616096","cg17526573;cg10099415","65"
"NRXN1 1stExon","NRXN1 Island","1","+","0.00422317002465023","-1.09590293447438","0.0880771200156829","cg17526573","6"
"NRXN1 5'UTR","NRXN1 Island","1","+","0.00422317002465023","-1.09590293447438","0.0880771200156829","cg17526573","7"
"NRXN1 TSS200","NRXN1 S_Shore","1","+","0.0063081981136394","-0.802168688637801","0.0742702907075364","cg10099415","10"
"SPTBN1 5'UTR","SPTBN1 OpenSea","1","+","0.0027742458551556","-0.673595771108849","0.153538930773468","cg07025650","15"
"SPTBN1 Body","SPTBN1 S_Shore","1","-","0.00109172707054434","0.790136092048604","-0.0809632603586328","cg15602548","65"
"EFEMP1 TSS1500","EFEMP1 Island","1","+","0.00369568008786494","-1.08661132833033","0.108930788585969","cg16118212","8"
"EFEMP1 TSS200","EFEMP1 Island","1","+","0.00369568008786494","-1.08661132833033","0.108930788585969","cg16118212","5"
"CCDC85A TSS1500","CCDC85A N_Shore","1","-","0.00260328341341152","0.554358908997791","-0.069887142452879","cg21995038","14"
"USP34 TSS1500","USP34 OpenSea","1","+","0.00932181374241228","-0.652892836119719","0.0403799350271932","cg19611786","3"
"EHBP1 Body","EHBP1 N_Shore","1","-","0.00378583112829404","0.645184095909219","-0.068500320681536","cg06808305","16"
"SERTAD2 5'UTR","SERTAD2 N_Shore","1","-","0.000467216076238378","1.76728841010466","0.0781972717605708","cg11920737","10"
"CEP68 Body","CEP68 OpenSea","1","+","0.00590051983528909","-0.539483621951586","0.123937775135613","cg00018198","4"
"SPRED2 TSS1500","SPRED2 OpenSea","1","+","0.00444992083258394","-0.792525799294103","0.163809366931999","cg14480116","5"
"SPRED2 Body","SPRED2 OpenSea","2","+ +","0.00238609224634288","-0.920609734470492","0.184580595641254","cg14480116;cg10256249","32"
"CNRIP1 1stExon","CNRIP1 Island","2","+ +","0.00740873172102484","-0.707340723180149","0.117181349306484","cg07080358;cg24171907","8"
"CNRIP1 5'UTR","CNRIP1 Island","1","+","0.00860082532464999","-0.767011052034612","0.154265923259863","cg24171907","6"
"ANTXR1 Body","ANTXR1 OpenSea","1","-","0.000359596000923867","0.800819226121184","-0.0415828367385972","cg22716949","42"
"ADD2 Body","ADD2 N_Shore","1","-","0.000744656470992807","0.692741484901426","-0.0919650215493945","cg02674324","7"
"DYSF TSS200","DYSF Island","1","+","0.00032994606329453","-0.994542693802471","0.0593543671625825","cg07161827","8"
"DYSF Body","DYSF OpenSea","1","-","0.00551899664516996","0.683956214802592","-0.0805154775651423","cg00679877","38"
"CYP26B1 Body","CYP26B1 N_Shore","1","-","0.00310754868360789","0.501412616659056","0.000224544712172148","cg01959421","25"
"SPR TSS1500","SPR Island","1","+","0.00928099734975801","-0.593302133123897","0.114470195314989","cg09169255","3"
"SFXN5 Body","SFXN5 OpenSea","1","-","0.00189465577142904","0.751972359092882","-0.0146771553270573","cg24803346","27"
"RAB11FIP5 Body","RAB11FIP5 OpenSea","1","-","0.00888730339250642","0.486346378920374","-0.0364961248911474","cg13662225","9"
"NOTO TSS200","NOTO Island","1","+","0.00723004244851148","-0.741231674233702","0.0939155417036811","cg05053562","5"
"ALMS1 TSS1500","ALMS1 Island","1","-","0.0011396006578784","0.803863631143061","-0.0901691489502819","cg19260201","3"
"C2orf81 3'UTR","C2orf81 N_Shore","1","-","0.00775343674517623","0.585726469816121","-0.00643668072213122","cg02466544","1"
"FAM176A 5'UTR","FAM176A Island","1","+","0.00315496548425147","-0.784589476324628","0.12983016525376","cg11453343","26"
"CTNNA2 TSS200","CTNNA2 Island","1","+","0.00136518671616005","-1.11985099679998","0.119482960020927","cg08119884","4"
"CTNNA2 Body","CTNNA2 OpenSea","6","- + + + + +","0.00548945706280325","-1.05117876735091","0.0561899586469179","cg03027227;cg17349389;cg20792735;cg12078605;cg27629977;cg02856109","74"
"LRRTM1 Body","LRRTM1 Island","1","+","0.00740155718439358","-1.52646345637522","0.0686412987419305","cg17349389","7"
"LRRTM1 1stExon","LRRTM1 Island","1","+","0.00357735694121292","-1.14293599395542","0.0452975441624313","cg20792735","1"
"LRRTM1 5'UTR","LRRTM1 Island","1","+","0.00357735694121292","-1.14293599395542","0.0452975441624313","cg20792735","2"
"LRRTM1 TSS200","LRRTM1 Island","3","+ + +","0.0021253977676509","-0.959421540746395","0.0670823731314045","cg12078605;cg27629977;cg02856109","6"
"VAMP8 TSS200","VAMP8 OpenSea","1","-","0.00230712886587466","0.990164489104694","-0.147585313201229","cg04877910","2"
"TMEM150A 5'UTR","TMEM150A N_Shore","2","+ +","0.00262956392791534","-0.697869589230938","0.133836963470006","cg04140212;cg20173277","5"
"TMEM150A Body","TMEM150A N_Shore","2","+ +","0.00262956392791534","-0.697869589230938","0.133836963470006","cg04140212;cg20173277","7"
"GNLY 5'UTR","GNLY OpenSea","1","-","0.0053499212304119","0.420478269135778","-0.0832630125245441","cg18310515","3"
"GNLY 1stExon","GNLY OpenSea","1","-","0.0053499212304119","0.420478269135778","-0.0832630125245441","cg18310515","2"
"CD8A 3'UTR","CD8A N_Shelf","1","-","0.00158088626688527","0.488936237411458","-0.0655372128905339","cg00219921","1"
"CD8A Body","CD8A N_Shelf","1","-","0.00158088626688527","0.488936237411458","-0.0655372128905339","cg00219921","15"
"CD8A 5'UTR","CD8A S_Shelf","1","-","0.00389224639385804","0.597300729030629","-0.0931447534020224","cg25939861","20"
"FABP1 TSS1500","FABP1 OpenSea","1","-","0.00339978624275014","0.477953738068951","-0.107999524651518","cg14427243","3"
"FOXI3 TSS1500","FOXI3 Island","1","+","0.00860702863927186","-0.610033871215749","0.0584136562432866","cg23917057","5"
"DUSP2 Body","DUSP2 N_Shore","1","-","0.00957044930227845","0.686097526150244","-0.129667535465967","cg02431562","3"
"CIAO1 Body","CIAO1 S_Shore","1","-","0.00780900397455175","0.512489398370631","0.0169949875620236","cg25522181","3"
"NEURL3 TSS1500","NEURL3 S_Shore","1","+","0.00234943299043884","-0.631863065287325","0.110840928301719","cg25567448","9"
"ARID5A Body","ARID5A S_Shelf","2","+ +","0.00627382547007308","-0.481491977055067","0.0624074324520403","cg09014716;cg04266887","14"
"KIAA1310 3'UTR","KIAA1310 OpenSea","1","-","0.00355737578869873","0.900971970517592","-0.149129964750667","cg12927730","1"
"FER1L5 Body","FER1L5 OpenSea","1","+","0.0030523201682045","-0.530565074379225","0.0788859766331828","cg24342961","13"
"CNNM3 Body","CNNM3 S_Shelf","1","+","0.00322555252619524","-0.460240356140522","0.0585656798610997","cg00583299","6"
"ZAP70 TSS1500","ZAP70 OpenSea","1","-","0.00283693304815762","0.702120307721636","-0.113015243585864","cg08859278","8"
"CNGA3 1stExon","CNGA3 Island","1","+","0.000490541367875665","-1.19912455529099","0.152074423947774","cg18404308","2"
"CNGA3 5'UTR","CNGA3 Island","2","+ +","0.000433429598245698","-1.01537158442179","0.107914505289702","cg18404308;cg10583000","13"
"MGAT4A TSS1500","MGAT4A OpenSea","2","- -","0.00281430707913725","0.756262872471457","-0.13970647683883","cg02606840;cg03429643","7"
"MGAT4A Body","MGAT4A OpenSea","2","- -","0.00281430707913725","0.756262872471457","-0.13970647683883","cg02606840;cg03429643","6"
"C2orf55 5'UTR","C2orf55 OpenSea","1","+","0.0014070852497668","-1.06222799613315","0.20307279952987","cg02592133","6"
"AFF3 Body","AFF3 OpenSea","1","+","0.00952036964342853","-0.656918528707711","0.0362735151305468","cg21959618","70"
"LONRF2 Body","LONRF2 OpenSea","1","+","0.00833291906655673","-0.811571825872989","0.0870526169070239","cg06150148","10"
"RPL31 TSS1500","RPL31 Island","1","+","0.00228337669356415","-0.999517149896009","0.0261821971902642","cg10148764","5"
"CREG2 Body","CREG2 OpenSea","1","-","0.00957651055663328","0.520779624987561","-0.0769667461313754","cg16529548","5"
"RFX8 5'UTR","RFX8 N_Shelf","1","-","1.85794399212447e-05","0.665730893873404","-0.124362954611031","cg14810242","10"
"MAP4K4 Body","MAP4K4 OpenSea","2","+ -","0.00264922808598034","0.0688194172343315","-0.0289386733622868","cg21118780;cg00747372","37"
"MAP4K4 3'UTR","MAP4K4 OpenSea","1","+","0.0034934709625634","-0.675394094445789","0.0542943439618337","cg04116469","1"
"IL1R2 1stExon","IL1R2 OpenSea","1","-","0.0076372510509575","0.591295810187783","-0.129637050213295","cg12910851","2"
"IL1R2 5'UTR","IL1R2 OpenSea","1","-","0.0076372510509575","0.591295810187783","-0.129637050213295","cg12910851","7"
"POU3F3 TSS1500","POU3F3 Island","1","+","0.00618226985661296","-0.49399483615344","0.0468401944806161","cg24875029","7"
"FHL2 5'UTR","FHL2 OpenSea","1","-","0.00356233702402726","0.597960100995052","-0.0442531258294903","cg02234235","25"
"UXS1 Body","UXS1 OpenSea","2","- -","0.00416754714645274","0.77427987687762","-0.11888289273715","cg20995188;cg22374742","23"
"GCC2 TSS200","GCC2 N_Shore","1","+","0.000359596000923867","-0.842968996742041","0.000437914355152058","cg13229453","3"
"SH3RF3 TSS1500","SH3RF3 Island","1","+","0.00134269794058705","-0.953426256426268","0.121961075831792","cg16117910","8"
"LOC100287216 Body","LOC100287216 Island","1","+","0.00134269794058705","-0.953426256426268","0.121961075831792","cg16117910","13"
"SH3RF3 Body","SH3RF3 OpenSea","2","+ -","0.00746649181623357","-0.11479659882018","0.0330423430695002","cg23986590;cg27119815","74"
"MALL Body","MALL OpenSea","1","-","0.00538765325886178","0.715420597346194","-0.159015215335096","cg18900271","7"
"MALL 5'UTR","MALL S_Shore","1","+","0.00914725563812167","-0.493914672533613","0.0723993350268198","cg09113530","4"
"MALL 1stExon","MALL S_Shore","1","+","0.00914725563812167","-0.493914672533613","0.0723993350268198","cg09113530","4"
"BUB1 TSS1500","BUB1 S_Shore","1","+","0.00197642016172499","-0.791026396860001","0.142651477482378","cg18518914","5"
"FBLN7 Body","FBLN7 OpenSea","2","+ -","0.000484207460571758","0.294831539335944","-0.126908149592609","cg17653411;cg01154505","27"
"ZC3H6 Body","ZC3H6 S_Shelf","1","+","0.00358073900886851","-1.09595844226922","0.0488513746991901","cg21571602","3"
"DPP10 Body","DPP10 OpenSea","1","+","0.00974223512366922","-0.585289552610299","-0.0214549474350163","cg23260456","47"
"EN1 1stExon","EN1 Island","1","+","0.00423128952351908","-1.25746817682619","-0.0633799627780121","cg20359285","9"
"C1QL2 1stExon","C1QL2 Island","1","+","0.00269313553023068","-1.27910144850354","0.23072435193879","cg00690148","5"
"C1QL2 5'UTR","C1QL2 Island","1","+","0.00269313553023068","-1.27910144850354","0.23072435193879","cg00690148","2"
"C1QL2 TSS200","C1QL2 Island","1","+","0.00790553150095871","-1.44260326694598","0.132973707142159","cg07212778","5"
"SCTR Body","SCTR OpenSea","2","- -","0.00418147543011425","0.699469966942238","-0.111286145906001","cg20231883;cg13726814","14"
"INHBB Body","INHBB Island","2","+ -","0.0035766852907396","-0.0852665135664305","0.0528722590959162","cg24617696;cg14551952","13"
"CLASP1 Body","CLASP1 OpenSea","1","+","0.00571987079128552","-0.699475768346137","0.146699031769067","cg16832421","35"
"GYPC TSS1500","GYPC N_Shore","3","+ + +","0.00578606389395722","-1.10164878634094","0.122471001413805","cg17105014;cg08129583;cg25390440","3"
"FAM123C TSS1500","FAM123C N_Shore","2","+ +","0.00617421836482088","-0.592544384669502","0.0406156221382342","cg10204868;cg13010502","14"
"FAM123C TSS200","FAM123C N_Shore","2","+ +","0.00617421836482088","-0.592544384669502","0.0406156221382342","cg10204868;cg13010502","11"
"NCKAP5 Body","NCKAP5 OpenSea","1","-","0.00314753308494692","1.34684036013854","0.161044382709285","cg18806033","50"
"MGAT5 Body","MGAT5 OpenSea","1","-","0.00555753523116762","0.598221304216761","-0.0449776990603451","cg02691393","25"
"SPOPL TSS1500","SPOPL N_Shore","1","+","0.00502051002172705","-0.560243914987046","0.0933205922265306","cg03782584","4"
"ARHGAP15 TSS1500","ARHGAP15 OpenSea","1","-","0.00448095102133829","0.827704910500164","-0.211801495381659","cg04351205","3"
"ARHGAP15 Body","ARHGAP15 OpenSea","1","+","0.00415992574653179","-0.854000228189419","0.0604111461799718","cg11310863","23"
"GTDC1 5'UTR","GTDC1 OpenSea","1","-","0.000357627066576539","0.69086680377285","-0.108339857123288","cg11872231","18"
"ZEB2 Body","ZEB2 OpenSea","1","+","0.00299702357677489","-0.952748035124813","0.146921992935197","cg06063479","53"
