Platform Type,Center,Platform,Level,Sample,Barcode,File Name
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A1AL-01,TCGA-AR-A1AL-01A-21D-A12R-05,6042324072_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A1AL-01,TCGA-AR-A1AL-01A-21D-A12R-05,6042324072_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A13D-01,TCGA-A7-A13D-01A-13D-A12R-05,6042324072_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A13D-01,TCGA-A7-A13D-01A-13D-A12R-05,6042324072_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B6-01,TCGA-E2-A1B6-01A-31D-A12R-05,6042324072_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B6-01,TCGA-E2-A1B6-01A-31D-A12R-05,6042324072_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0BS-11,TCGA-BH-A0BS-11A-11D-A12R-05,6042324072_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0BS-11,TCGA-BH-A0BS-11A-11D-A12R-05,6042324072_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0DG-11,TCGA-BH-A0DG-11A-43D-A12R-05,6042324072_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0DG-11,TCGA-BH-A0DG-11A-43D-A12R-05,6042324072_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A1AN-01,TCGA-AR-A1AN-01A-11D-A12R-05,6042324072_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A1AN-01,TCGA-AR-A1AN-01A-11D-A12R-05,6042324072_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0AZ-01,TCGA-BH-A0AZ-01A-21D-A12R-05,6042324072_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0AZ-01,TCGA-BH-A0AZ-01A-21D-A12R-05,6042324072_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0AU-11,TCGA-BH-A0AU-11A-11D-A12R-05,6042324072_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0AU-11,TCGA-BH-A0AU-11A-11D-A12R-05,6042324072_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0DV-01,TCGA-BH-A0DV-01A-21D-A12R-05,6042324072_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A0DV-01,TCGA-BH-A0DV-01A-21D-A12R-05,6042324072_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B5-01,TCGA-E2-A1B5-01A-21D-A12R-05,6042324072_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B5-01,TCGA-E2-A1B5-01A-21D-A12R-05,6042324072_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B4-01,TCGA-E2-A1B4-01A-11D-A12R-05,6042324072_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1B4-01,TCGA-E2-A1B4-01A-11D-A12R-05,6042324072_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XC-01,TCGA-D8-A1XC-01A-11D-A14H-05,6057833057_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XC-01,TCGA-D8-A1XC-01A-11D-A14H-05,6057833057_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XB-01,TCGA-D8-A1XB-01A-11D-A14H-05,6057833057_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XB-01,TCGA-D8-A1XB-01A-11D-A14H-05,6057833057_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N9-01,TCGA-E9-A1N9-01A-11D-A14H-05,6057833057_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N9-01,TCGA-E9-A1N9-01A-11D-A14H-05,6057833057_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R2-01,TCGA-E9-A1R2-01A-11D-A14H-05,6057833057_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R2-01,TCGA-E9-A1R2-01A-11D-A14H-05,6057833057_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XF-01,TCGA-D8-A1XF-01A-11D-A14H-05,6057833057_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XF-01,TCGA-D8-A1XF-01A-11D-A14H-05,6057833057_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-EW-A1P1-01,TCGA-EW-A1P1-01A-31D-A14H-05,6057833057_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-EW-A1P1-01,TCGA-EW-A1P1-01A-31D-A14H-05,6057833057_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XG-01,TCGA-D8-A1XG-01A-11D-A14H-05,6057833057_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XG-01,TCGA-D8-A1XG-01A-11D-A14H-05,6057833057_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A1FZ-01,TCGA-A2-A1FZ-01A-51D-A14H-05,6057833057_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A1FZ-01,TCGA-A2-A1FZ-01A-51D-A14H-05,6057833057_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A1FU-01,TCGA-BH-A1FU-01A-11D-A14H-05,6057833057_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A1FU-01,TCGA-BH-A1FU-01A-11D-A14H-05,6057833057_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XD-01,TCGA-D8-A1XD-01A-11D-A14H-05,6057833057_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XD-01,TCGA-D8-A1XD-01A-11D-A14H-05,6057833057_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1IL-01,TCGA-E2-A1IL-01A-11D-A14H-05,6057833057_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1IL-01,TCGA-E2-A1IL-01A-11D-A14H-05,6057833057_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1IU-01,TCGA-E2-A1IU-01A-11D-A14H-05,6057833101_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1IU-01,TCGA-E2-A1IU-01A-11D-A14H-05,6057833101_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1LK-01,TCGA-E2-A1LK-01A-21D-A14H-05,6057833101_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1LK-01,TCGA-E2-A1LK-01A-21D-A14H-05,6057833101_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NF-11,TCGA-E9-A1NF-11A-73D-A14H-05,6057833101_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NF-11,TCGA-E9-A1NF-11A-73D-A14H-05,6057833101_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1X5-01,TCGA-D8-A1X5-01A-11D-A14H-05,6057833101_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1X5-01,TCGA-D8-A1X5-01A-11D-A14H-05,6057833101_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NH-01,TCGA-E9-A1NH-01A-11D-A14H-05,6057833101_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NH-01,TCGA-E9-A1NH-01A-11D-A14H-05,6057833101_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NF-01,TCGA-E9-A1NF-01A-11D-A14H-05,6057833101_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NF-01,TCGA-E9-A1NF-01A-11D-A14H-05,6057833101_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RA-01,TCGA-E9-A1RA-01A-11D-A14H-05,6057833101_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RA-01,TCGA-E9-A1RA-01A-11D-A14H-05,6057833101_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XA-01,TCGA-D8-A1XA-01A-11D-A14H-05,6057833101_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-D8-A1XA-01,TCGA-D8-A1XA-01A-11D-A14H-05,6057833101_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NI-01,TCGA-E9-A1NI-01A-11D-A14H-05,6057833101_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1NI-01,TCGA-E9-A1NI-01A-11D-A14H-05,6057833101_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N5-01,TCGA-E9-A1N5-01A-11D-A14H-05,6057833101_R05C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N5-01,TCGA-E9-A1N5-01A-11D-A14H-05,6057833101_R05C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R6-01,TCGA-E9-A1R6-01A-11D-A14H-05,6057833101_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R6-01,TCGA-E9-A1R6-01A-11D-A14H-05,6057833101_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N5-11,TCGA-E9-A1N5-11A-41D-A14H-05,6057833101_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1N5-11,TCGA-E9-A1N5-11A-41D-A14H-05,6057833101_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R4-01,TCGA-E9-A1R4-01A-21D-A14H-05,6057833134_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1R4-01,TCGA-E9-A1R4-01A-21D-A14H-05,6057833134_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A254-01,TCGA-AR-A254-01A-21D-A16A-05,6057833134_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A254-01,TCGA-AR-A254-01A-21D-A16A-05,6057833134_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1LH-01,TCGA-E2-A1LH-01A-11D-A14H-05,6057833134_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E2-A1LH-01,TCGA-E2-A1LH-01A-11D-A14H-05,6057833134_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24K-01,TCGA-AR-A24K-01A-11D-A16A-05,6057833134_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24K-01,TCGA-AR-A24K-01A-11D-A16A-05,6057833134_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RH-11,TCGA-E9-A1RH-11A-34D-A16A-05,6057833134_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RH-11,TCGA-E9-A1RH-11A-34D-A16A-05,6057833134_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RG-01,TCGA-E9-A1RG-01A-11D-A14H-05,6057833134_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RG-01,TCGA-E9-A1RG-01A-11D-A14H-05,6057833134_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A203-11,TCGA-BH-A203-11A-42D-A16A-05,6057833134_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A203-11,TCGA-BH-A203-11A-42D-A16A-05,6057833134_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A248-01,TCGA-E9-A248-01A-11D-A16A-05,6057833134_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A248-01,TCGA-E9-A248-01A-11D-A16A-05,6057833134_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24W-01,TCGA-AR-A24W-01A-11D-A16A-05,6057833134_R05C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24W-01,TCGA-AR-A24W-01A-11D-A16A-05,6057833134_R05C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24H-01,TCGA-AR-A24H-01A-11D-A16A-05,6057833134_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24H-01,TCGA-AR-A24H-01A-11D-A16A-05,6057833134_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A27A-01,TCGA-C8-A27A-01A-11D-A16A-05,6057833141_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A27A-01,TCGA-C8-A27A-01A-11D-A16A-05,6057833141_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A250-01,TCGA-AR-A250-01A-31D-A16A-05,6057833141_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A250-01,TCGA-AR-A250-01A-31D-A16A-05,6057833141_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26I-01,TCGA-A7-A26I-01A-11D-A16A-05,6057833141_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26I-01,TCGA-A7-A26I-01A-11D-A16A-05,6057833141_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24P-01,TCGA-AR-A24P-01A-11D-A16A-05,6057833141_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24P-01,TCGA-AR-A24P-01A-11D-A16A-05,6057833141_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24U-01,TCGA-AR-A24U-01A-11D-A16A-05,6057833141_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24U-01,TCGA-AR-A24U-01A-11D-A16A-05,6057833141_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26J-01,TCGA-A7-A26J-01A-11D-A27B-05/TCGA-A7-A26J-01A-11D-A16A-05/TCGA-A7-A26J-01B-02D-A27B-05,6057833141_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26J-01,TCGA-A7-A26J-01A-11D-A27B-05/TCGA-A7-A26J-01A-11D-A16A-05/TCGA-A7-A26J-01B-02D-A27B-05,6057833141_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26G-01,TCGA-A7-A26G-01A-21D-A16A-05,6057833141_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26G-01,TCGA-A7-A26G-01A-21D-A16A-05,6057833141_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24R-01,TCGA-AR-A24R-01A-11D-A16A-05,6057833141_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24R-01,TCGA-AR-A24R-01A-11D-A16A-05,6057833141_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24T-01,TCGA-AR-A24T-01A-11D-A16A-05,6057833141_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24T-01,TCGA-AR-A24T-01A-11D-A16A-05,6057833141_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A249-01,TCGA-E9-A249-01A-11D-A16A-05,6057833141_R05C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A249-01,TCGA-E9-A249-01A-11D-A16A-05,6057833141_R05C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A24A-01,TCGA-E9-A24A-01A-11D-A16A-05,6057833141_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A24A-01,TCGA-E9-A24A-01A-11D-A16A-05,6057833141_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A278-01,TCGA-C8-A278-01A-11D-A16A-05,6057833141_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A278-01,TCGA-C8-A278-01A-11D-A16A-05,6057833141_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25B-01,TCGA-A2-A25B-01A-11D-A16A-05,6057833142_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25B-01,TCGA-A2-A25B-01A-11D-A16A-05,6057833142_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24S-01,TCGA-AR-A24S-01A-11D-A16A-05,6057833142_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24S-01,TCGA-AR-A24S-01A-11D-A16A-05,6057833142_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25F-01,TCGA-A2-A25F-01A-11D-A16A-05,6057833142_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25F-01,TCGA-A2-A25F-01A-11D-A16A-05,6057833142_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A243-01,TCGA-E9-A243-01A-21D-A16A-05,6057833142_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A243-01,TCGA-E9-A243-01A-21D-A16A-05,6057833142_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AC-A23C-01,TCGA-AC-A23C-01A-12D-A16A-05,6057833142_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AC-A23C-01,TCGA-AC-A23C-01A-12D-A16A-05,6057833142_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24Q-01,TCGA-AR-A24Q-01A-12D-A16A-05,6057833142_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24Q-01,TCGA-AR-A24Q-01A-12D-A16A-05,6057833142_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24Z-01,TCGA-AR-A24Z-01A-11D-A16A-05,6057833142_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24Z-01,TCGA-AR-A24Z-01A-11D-A16A-05,6057833142_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26E-01,TCGA-A7-A26E-01B-06D-A27B-05/TCGA-A7-A26E-01A-11D-A16A-05/TCGA-A7-A26E-01A-11D-A27B-05,6057833142_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26E-01,TCGA-A7-A26E-01B-06D-A27B-05/TCGA-A7-A26E-01A-11D-A16A-05/TCGA-A7-A26E-01A-11D-A27B-05,6057833142_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A252-01,TCGA-AR-A252-01A-11D-A16A-05,6057833142_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A252-01,TCGA-AR-A252-01A-11D-A16A-05,6057833142_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25E-01,TCGA-A2-A25E-01A-11D-A16A-05,6057833142_R05C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25E-01,TCGA-A2-A25E-01A-11D-A16A-05,6057833142_R05C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RH-01,TCGA-E9-A1RH-01A-21D-A16A-05,6057833142_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RH-01,TCGA-E9-A1RH-01A-21D-A16A-05,6057833142_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26F-01,TCGA-A7-A26F-01A-21D-A16A-05/TCGA-A7-A26F-01B-04D-A22R-05,6057833142_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26F-01,TCGA-A7-A26F-01A-21D-A16A-05/TCGA-A7-A26F-01B-04D-A22R-05,6057833142_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24M-01,TCGA-AR-A24M-01A-11D-A16A-05,6057833155_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24M-01,TCGA-AR-A24M-01A-11D-A16A-05,6057833155_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A244-01,TCGA-E9-A244-01A-11D-A16A-05,6057833155_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A244-01,TCGA-E9-A244-01A-11D-A16A-05,6057833155_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24O-01,TCGA-AR-A24O-01A-11D-A16A-05,6057833155_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24O-01,TCGA-AR-A24O-01A-11D-A16A-05,6057833155_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A203-01,TCGA-BH-A203-01A-12D-A16A-05,6057833155_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-BH-A203-01,TCGA-BH-A203-01A-12D-A16A-05,6057833155_R02C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A247-01,TCGA-E9-A247-01A-11D-A16A-05,6057833155_R03C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A247-01,TCGA-E9-A247-01A-11D-A16A-05,6057833155_R03C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24V-01,TCGA-AR-A24V-01A-21D-A16A-05,6057833155_R03C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24V-01,TCGA-AR-A24V-01A-21D-A16A-05,6057833155_R03C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25C-01,TCGA-A2-A25C-01A-11D-A16A-05,6057833155_R04C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A2-A25C-01,TCGA-A2-A25C-01A-11D-A16A-05,6057833155_R04C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A256-01,TCGA-AR-A256-01A-11D-A16A-05,6057833155_R04C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A256-01,TCGA-AR-A256-01A-11D-A16A-05,6057833155_R04C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24N-01,TCGA-AR-A24N-01A-11D-A16A-05,6057833155_R05C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A24N-01,TCGA-AR-A24N-01A-11D-A16A-05,6057833155_R05C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RI-01,TCGA-E9-A1RI-01A-11D-A16A-05,6057833155_R05C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RI-01,TCGA-E9-A1RI-01A-11D-A16A-05,6057833155_R05C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A27B-01,TCGA-C8-A27B-01A-11D-A16A-05,6057833155_R06C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-C8-A27B-01,TCGA-C8-A27B-01A-11D-A16A-05,6057833155_R06C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RI-11,TCGA-E9-A1RI-11A-41D-A16A-05,6057833155_R06C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-E9-A1RI-11,TCGA-E9-A1RI-11A-41D-A16A-05,6057833155_R06C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26H-01,TCGA-A7-A26H-01A-11D-A16A-05,6057833159_R01C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-A7-A26H-01,TCGA-A7-A26H-01A-11D-A16A-05,6057833159_R01C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AC-A2B8-01,TCGA-AC-A2B8-01A-11D-A17F-05,6057833159_R01C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AC-A2B8-01,TCGA-AC-A2B8-01A-11D-A17F-05,6057833159_R01C02_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A251-01,TCGA-AR-A251-01A-12D-A16A-05,6057833159_R02C01_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-AR-A251-01,TCGA-AR-A251-01A-12D-A16A-05,6057833159_R02C01_Red.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-EW-A2FW-01,TCGA-EW-A2FW-01A-11D-A17F-05,6057833159_R02C02_Grn.idat
DNA Methylation,JHU_USC,HumanMethylation450,1,TCGA-EW-A2FW-01,TCGA-EW-A2FW-01A-11D-A17F-05,6057833159_R02C02_Red.idat
